Date,Website,Ad Provider Account,Ad Size,Ad Tag Id,Ad Tag,Tag Type,Impressions,Revenue (USD),eCpm (USD),Admeld Impressions,Passbacks,Order Id,Custom Field
2011-10-20,msposrxshb.com,Banner Connect (AEM),300x250,16843556,Buy Tag - name(aa_BannerConnect_US_APNBackfill_300x250) size(300x250) site(1242),AEM,4,0,0.05,4,0,,
2011-10-20,AEM,DSNR (AEM),300x250,17894580,Buy Tag - name(aa_DSNR_WW_RevShare3_10.19.11_300) size(300x250) site(494),AEM,83,0,0.03,83,0,,
2011-10-20,AEM,Microsoft France (AEM),728x90,6842292,Buy Tag - name(aa_MicrosoftFR_7030_728x90) size(728x90) site(494),AEM,2,0,0.31,2,0,,
2011-10-20,AEMdemo,Darriens network (AEM),300x250,13335220,Buy Tag - name(aa_Darriens_US_RS_300) size(300x250) site(978),AEM,5,0,0.05,5,0,,
2011-10-20,axgdgcwyco.com,Rocket Fuel (RTB),300x250,11817444,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1238),RTB,5,0,0.17,5,0,,
2011-10-20,msposrxshb.com,ZAP Trader (RTB),728x90,17172196,Buy Tag - name(ZAP Trader 728x90) size(728x90) site(1242),RTB,1,0,0.36,1,0,,
2011-10-20,jeepknkhlv.com,Rocket Fuel (RTB),300x250,11815637,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1230),RTB,11,0,0.22,11,0,,
2011-10-20,AEMdemo,DSNR (AEM),300x250,17893830,Buy Tag - name(aa_DSNR_WW_RevShare3_10.19.11_300) size(300x250) site(978),AEM,10,0,0.03,10,0,,
2011-10-20,itqmduyvkb.com,DataXu (RTB),300x250,4667223,Buy Tag - name(DataXu 300x250) size(300x250) site(1232),RTB,1,0,0.36,1,0,,
2011-10-20,jeepknkhlv.com,Dotomi (RTB),728x90,5697655,Buy Tag - name(Dotomi 728x90) size(728x90) site(1230),RTB,2,0,0.37,2,0,,
2011-10-20,ghhiegwcqz.com,Banner Connect (AEM),300x250,16843751,Buy Tag - name(aa_BannerConnect_US_APNBackfill_300x250) size(300x250) site(1239),AEM,1,0,0.04,1,0,,
2011-10-20,itqmduyvkb.com,MediaMath (RTB),300x250,5695367,Buy Tag - name(MediaMath 300x250) size(300x250) site(1232),RTB,5,0,0.11,5,0,,
2011-10-20,dkchvzpvpi.com,Quantcast (RTB),728x90,5697239,Buy Tag - name(Quancast 728x90) size(728x90) site(1234),RTB,3,0,0.25,3,0,,
2011-10-20,rfgkvfknom.com,BurstDirect (AEM),728x90,4413320,Buy Tag - name(Burst_RON_USMulti_2.23.11_728x90) size(728x90) site(1250),AEM,1,0,0.14,1,0,,
2011-10-20,dkchvzpvpi.com,Criteo (RTB),300x250,4285816,Buy Tag - name(Criteo US 300x250) size(300x250) site(1234),RTB,7,0.01,0.97,7,0,,
2011-10-20,jeepknkhlv.com,Yahoo! Network (AEM),728x90,3085257,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1230),AEM,7,0,0.18,7,0,,
2011-10-20,axgdgcwyco.com,ValueClick RTB (RTB),728x90,10907769,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1238),RTB,2,0,0.18,2,0,,
2011-10-20,axxiuzsydh.com,BurstDirect (AEM),300x250,4412202,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1237),AEM,1,0,0.12,1,0,,
2011-10-20,ktflbecrqr.com,Meta Network (AEM),728x90,10842474,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_728x90) size(728x90) site(1241),AEM,1,0,0.04,1,0,,
2011-10-20,wgsdbvujia.com,Yahoo! Network (AEM),300x250,3085578,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1243),AEM,5,0,0.13,5,0,,
2011-10-20,axxiuzsydh.com,ValueClick RTB (RTB),728x90,10906586,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1237),RTB,3,0,0.12,3,0,,
2011-10-20,wgrwijbosb.com,Headway Digital (AEM),728x90,14898730,Buy Tag - name(aa_Headwaydigital_ROS_Latin America_9.19.11_728x90) size(728x90) site(1248),AEM,1,0,0.06,1,0,,
2011-10-20,rfgkvfknom.com,MediaMath (RTB),300x250,5695419,Buy Tag - name(MediaMath 300x250) size(300x250) site(1250),RTB,4,0,0.38,4,0,,
2011-10-20,itqmduyvkb.com,Quantcast (RTB),300x250,5697083,Buy Tag - name(Quantcast 300x250) size(300x250) site(1232),RTB,2,0,0.24,2,0,,
2011-10-20,axxiuzsydh.com,Quantcast (RTB),728x90,5697291,Buy Tag - name(Quancast 728x90) size(728x90) site(1237),RTB,2,0,0.99,2,0,,
2011-10-20,jeepknkhlv.com,DSNR (AEM),160x600,10186364,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_160) size(160x600) site(1230),AEM,1,0,0.01,1,0,,
2011-10-20,msposrxshb.com,BurstDirect (AEM),728x90,4413069,Buy Tag - name(Burst_RON_USMulti_2.23.11_728x90) size(728x90) site(1242),AEM,2,0,0.15,2,0,,
2011-10-20,wgsdbvujia.com,DSNR (AEM),300x250,17429293,Buy Tag - name(DSNR_US_Social_9.4.11_300) size(300x250) site(1243),AEM,1,0,0.16,1,0,,
2011-10-20,wgsdbvujia.com,Criteo (RTB),728x90,4285630,Buy Tag - name(Criteo US 728x90) size(728x90) site(1243),RTB,1,0,0.22,1,0,,
2011-10-20,axgdgcwyco.com,Quantcast (RTB),728x90,5697326,Buy Tag - name(Quancast 728x90) size(728x90) site(1238),RTB,2,0,0.19,2,0,,
2011-10-20,ghhiegwcqz.com,Yahoo! Network (AEM),728x90,3085262,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1239),AEM,10,0,0.17,10,0,,
2011-10-20,xhgaeukjpk.com,RadiumOne (RTB),300x250,11203086,Buy Tag - name(RadiumOne 300x250) size(300x250) site(1240),RTB,2,0,1.17,2,0,,
2011-10-20,wgrwijbosb.com,Rocket Fuel (RTB),728x90,11819598,Buy Tag - name(Rocket Fuel 728x90) size(728x90) site(1248),RTB,1,0,0.18,1,0,,
2011-10-20,demo.com,Valueclick,728x90,6927,valueclick_sports_rev_728x90,Rev Share,0,0,0,1,0,,
2011-10-20,AEM,DSNR (AEM),300x250,9414143,Buy Tag - name(aa_DSNR_NL_RevShare_6.14.11_300) size(300x250) site(494),AEM,4,0,0.05,4,0,,
2011-10-20,itqmduyvkb.com,DSNR (AEM),300x250,10206623,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(1232),AEM,9,0,0.01,9,0,,
2011-10-20,jhtayqlgcq.com,Quantcast (RTB),300x250,5696975,Buy Tag - name(Quantcast 300x250) size(300x250) site(1246),RTB,1,0,0.3,1,0,,
2011-10-20,dkchvzpvpi.com,BurstDirect (AEM),300x250,4411808,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1234),AEM,3,0,0.1,3,0,,
2011-10-20,rfgkvfknom.com,AppNexus (RTB),300x250,3313776,Buy Tag - name(AppNexus 300x250) size(300x250) site(1250),RTB,4,0,0.18,4,0,,
2011-10-20,wgrwijbosb.com,Matomy Media (AEM),728x90,16476432,Buy Tag - name(aa_Matomy_Global_Fixed_728) size(728x90) site(1248),AEM,1,0,0.03,1,0,,
2011-10-20,wgrwijbosb.com,ValueClick RTB (RTB),300x250,10905152,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1248),RTB,14,0,0.17,14,0,,
2011-10-20,xhgaeukjpk.com,ValueClick RTB (RTB),728x90,10906304,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1240),RTB,3,0,0.68,3,0,,
2011-10-20,jhtayqlgcq.com,CPM Only (AEM),728x90,14990545,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_728) size(728x90) site(1246),AEM,1,0,0.11,1,0,,
2011-10-20,AEM,CPX Interactive (AEM),300x250,15132466,Buy Tag - name(cpx_norway roam_300) size(300x250) site(494),AEM,8,0,0.45,8,0,,
2011-10-20,itqmduyvkb.com,LucidMedia (RTB),728x90,3259826,Buy Tag - name(Lucid 728x90) size(728x90) site(1232),RTB,1,0,0.41,1,0,,
2011-10-20,itqmduyvkb.com,Meta Network (AEM),728x90,10843267,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_728x90) size(728x90) site(1232),AEM,1,0,0.04,1,0,,
2011-10-20,rfgkvfknom.com,MediaMath (RTB),728x90,5695571,Buy Tag - name(MediaMath 728x90) size(728x90) site(1250),RTB,2,0,0.19,2,0,,
2011-10-20,demo.com,AdBrite2,728x90,16404,Yardbarker AdBrite 728x90_Rev Share TEST,Fixed,0,0,0,1,0,,
2011-10-20,AEMdemo,DSNR (AEM),728x90,9385140,Buy Tag - name(aa_DSNR_DE_RevShare_6.14.11_728) size(728x90) site(978),AEM,1,0,0.08,1,0,,
2011-10-20,msposrxshb.com,The Trade Desk (RTB),300x250,2851093,Buy Tag - name(Trade Desk 300x250) size(300x250) site(1242),RTB,2,0,0.26,2,0,,
2011-10-20,jeepknkhlv.com,Yahoo RTB (RTB),300x250,15451733,Buy Tag - name(Yahoo 300x250) size(300x250) site(1230),RTB,45,0.01,0.26,45,0,,
2011-10-20,dkchvzpvpi.com,Headway Digital (AEM),728x90,14914534,Buy Tag - name(aa_Headwaydigital_ROS_US_9.19.11_728x90) size(728x90) site(1234),AEM,2,0,0.07,2,0,,
2011-10-20,AEM,Matomy Media (AEM),300x250,17318247,Buy Tag - name(aa_Matomy_Tier1_RevShare_300) size(300x250) site(494),AEM,2,0,0.03,2,0,,
2011-10-20,AEM,CPX Interactive (AEM),300x250,11281528,Buy Tag - name(cpx_Philippines_roam_300x250) size(300x250) site(494),AEM,2,0,0.1,2,0,,
2011-10-20,gomez,The Trade Desk (RTB),300x250,2851080,Buy Tag - name(Trade Desk 300x250) size(300x250) site(427),RTB,4,0,0.24,4,0,,
2011-10-20,jeepknkhlv.com,Yahoo! Network (AEM),300x250,3085561,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1230),AEM,17,0,0.12,17,0,,
2011-10-20,dkchvzpvpi.com,BurstDirect (AEM),728x90,4413290,Buy Tag - name(Burst_RON_USMulti_2.23.11_728x90) size(728x90) site(1234),AEM,2,0,0.15,2,0,,
2011-10-20,AEM,Darriens network (AEM),160x600,13359162,Buy Tag - name(aa_Darriens_ES_RS_160) size(160x600) site(494),AEM,5,0,0.1,5,0,,
2011-10-20,ghhiegwcqz.com,ValueClick RTB (RTB),300x250,10904970,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1239),RTB,11,0,0.2,11,0,,
2011-10-20,wgsdbvujia.com,DataXu (RTB),300x250,4667226,Buy Tag - name(DataXu 300x250) size(300x250) site(1243),RTB,1,0,0.18,1,0,,
2011-10-20,allison_test,24/7 Real Media (test),300x250,7182460,24/7 Real Media allison_test 300x250 allison_tag1 Fixed,Fixed,0,0,0,12,0,,
2011-10-20,dkchvzpvpi.com,Yahoo RTB (RTB),300x250,15454620,Buy Tag - name(Yahoo 300x250) size(300x250) site(1234),RTB,33,0.01,0.3,33,0,,
2011-10-20,vuyajsbxxe.com,Rocket Fuel (RTB),728x90,11820652,Buy Tag - name(Rocket Fuel 728x90) size(728x90) site(1231),RTB,2,0,0.24,2,0,,
2011-10-20,ghhiegwcqz.com,ZAP Trader (RTB),300x250,17173116,Buy Tag - name(ZAP Trader 300x250) size(300x250) site(1239),RTB,2,0,0.46,2,0,,
2011-10-20,AEM,DSNR (AEM),728x90,9383549,Buy Tag - name(aa_DSNR_DE_RevShare_6.14.11_728) size(728x90) site(494),AEM,28,0,0.08,28,0,,
2011-10-20,jhtayqlgcq.com,MediaMath (RTB),300x250,5695325,Buy Tag - name(MediaMath 300x250) size(300x250) site(1246),RTB,2,0,0.21,2,0,,
2011-10-20,jeepknkhlv.com,Yahoo RTB (RTB),160x600,15452189,Buy Tag - name(Yahoo 160x600) size(160x600) site(1230),RTB,1,0,0.18,1,0,,
2011-10-20,axgdgcwyco.com,AppNexus (RTB),728x90,3313582,Buy Tag - name(AppNexus 728x90) size(728x90) site(1238),RTB,1,0,0.18,1,0,,
2011-10-20,itqmduyvkb.com,Yahoo! Network (AEM),728x90,3085263,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1232),AEM,3,0,0.09,3,0,,
2011-10-20,itqmduyvkb.com,Adorika AEM (AEM),728x90,13464944,Buy Tag - name(aa_Adorika_RevShare_RON2_9.1.11_728) size(728x90) site(1232),AEM,1,0,0.01,1,0,,
2011-10-20,msposrxshb.com,ZAP Trader (RTB),300x250,17174000,Buy Tag - name(ZAP Trader 300x250) size(300x250) site(1242),RTB,1,0,0.24,1,0,,
2011-10-20,axxiuzsydh.com,MediaMath (RTB),728x90,5695585,Buy Tag - name(MediaMath 728x90) size(728x90) site(1237),RTB,4,0,0.21,4,0,,
2011-10-20,msposrxshb.com,CPM Only (AEM),728x90,14988674,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_728) size(728x90) site(1242),AEM,7,0,0.14,7,0,,
2011-10-20,xhgaeukjpk.com,LucidMedia (RTB),300x250,3259762,Buy Tag - name(Lucid 300x250) size(300x250) site(1240),RTB,5,0,0.16,5,0,,
2011-10-20,AEM,Microsoft Media ES (AEM),160x600,2899298,Buy Tag - name(aa_Microsoft ES RON 12.16.2010) size(160x600) site(494),AEM,69,0.03,0.48,69,0,,
2011-10-20,gomez,ValueClick RTB (RTB),300x250,10905634,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(427),RTB,290,0.04,0.13,290,0,,
2011-10-20,ghhiegwcqz.com,Rocket Fuel (RTB),300x250,11816674,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1239),RTB,4,0,0.19,4,0,,
2011-10-20,gomez,AppNexus (RTB),300x250,390675,Buy Tag - name(AppNexus 300x250) size(300x250) site(427),RTB,417,0.14,0.34,417,0,,
2011-10-20,dkchvzpvpi.com,ValueClick RTB (RTB),728x90,10907155,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1234),RTB,2,0,0.17,2,0,,
2011-10-20,dkchvzpvpi.com,AppNexus (RTB),300x250,3313764,Buy Tag - name(AppNexus 300x250) size(300x250) site(1234),RTB,1,0,0.18,1,0,,
2011-10-20,wgrwijbosb.com,Banner Connect (AEM),300x250,16844580,Buy Tag - name(aa_BannerConnect_US_APNBackfill_300x250) size(300x250) site(1248),AEM,1,0,0.04,1,0,,
2011-10-20,gomez,Quantcast (RTB),300x250,1886676,Buy Tag - name(Quantcast 300x250) size(300x250) site(427),RTB,1,0,0.04,1,0,,
2011-10-20,AEM,AdTiger (AEM),300x250,5559956,Buy Tag - name(aa_AdTiger_revshare_AT_300x250) size(300x250) site(494),AEM,1,0,0.06,1,0,,
2011-10-20,axgdgcwyco.com,ValueClick RTB (RTB),300x250,10904581,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1238),RTB,13,0,0.25,13,0,,
2011-10-20,xhgaeukjpk.com,Plexious (AEM),300x250,17177237,Buy Tag - name(aa_Plexious_RON_10.14.11_300) size(300x250) site(1240),AEM,1,0,0.12,1,0,,
2011-10-20,jhtayqlgcq.com,MediaMath (RTB),728x90,5695494,Buy Tag - name(MediaMath 728x90) size(728x90) site(1246),RTB,1,0,0.18,1,0,,
2011-10-20,vuyajsbxxe.com,Yahoo RTB (RTB),300x250,15457974,Buy Tag - name(Yahoo 300x250) size(300x250) site(1231),RTB,4,0,0.31,4,0,,
2011-10-20,ghhiegwcqz.com,Invite 2.0 (RTB),300x250,10343254,Buy Tag - name(Invite 2.0 300x250) size(300x250) site(1239),RTB,1,0,0.2,1,0,,
2011-10-20,axxiuzsydh.com,Quantcast (RTB),300x250,5697015,Buy Tag - name(Quantcast 300x250) size(300x250) site(1237),RTB,4,0,0.9,4,0,,
2011-10-20,xhgaeukjpk.com,Yahoo! Network (AEM),300x250,3085575,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1240),AEM,10,0,0.13,10,0,,
2011-10-20,wgrwijbosb.com,CPM Only (AEM),300x250,14933528,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_300) size(300x250) site(1248),AEM,13,0,0.12,13,0,,
2011-10-20,xhgaeukjpk.com,Yahoo RTB (RTB),300x250,15452696,Buy Tag - name(Yahoo 300x250) size(300x250) site(1240),RTB,57,0.05,0.83,57,0,,
2011-10-20,xhgaeukjpk.com,Rocket Fuel (RTB),728x90,11818520,Buy Tag - name(Rocket Fuel 728x90) size(728x90) site(1240),RTB,5,0,0.43,5,0,,
2011-10-20,wgsdbvujia.com,Quantcast (RTB),728x90,5697145,Buy Tag - name(Quancast 728x90) size(728x90) site(1243),RTB,3,0,0.96,3,0,,
2011-10-20,vuyajsbxxe.com,Yahoo RTB (RTB),728x90,15453801,Buy Tag - name(Yahoo 728x90) size(728x90) site(1231),RTB,3,0,0.33,3,0,,
2011-10-20,AEM,Darriens network (AEM),160x600,13331129,Buy Tag - name(aa_Darriens_US_RS_160) size(160x600) site(494),AEM,27065,1.62,0.06,27065,0,,
2011-10-20,ghhiegwcqz.com,MediaMath (RTB),728x90,5695546,Buy Tag - name(MediaMath 728x90) size(728x90) site(1239),RTB,1,0,0.18,1,0,,
2011-10-20,jeepknkhlv.com,CPX Interactive (AEM),300x250,13195883,Buy Tag - name(aa_CPX_global_catchall_300x250) size(300x250) site(1230),AEM,2,0,0.04,2,0,,
2011-10-20,itqmduyvkb.com,Headway Digital (AEM),300x250,14912715,Buy Tag - name(aa_Headwaydigital_ROS_US_9.19.11_300x250) size(300x250) site(1232),AEM,1,0,0.03,1,0,,
2011-10-20,dkchvzpvpi.com,Banner Connect (AEM),300x250,16828219,Buy Tag - name(aa_BannerConnect_DE_APNBackfill_300x250) size(300x250) site(1234),AEM,5,0,0.11,5,0,,
2011-10-20,msposrxshb.com,Quantcast (RTB),728x90,5697276,Buy Tag - name(Quancast 728x90) size(728x90) site(1242),RTB,2,0,0.95,2,0,,
2011-10-20,dkchvzpvpi.com,LucidMedia (RTB),300x250,3259756,Buy Tag - name(Lucid 300x250) size(300x250) site(1234),RTB,1,0,0.23,1,0,,
2011-10-20,AEM,AdTiger (AEM),160x600,5563532,Buy Tag - name(aa_AdTiger_revshare_AT_160x600) size(160x600) site(494),AEM,8,0,0.06,8,0,,
2011-10-20,ktflbecrqr.com,ValueClick RTB (RTB),160x600,10902684,Buy Tag - name(ValueClick RTB 160x600) size(160x600) site(1241),RTB,2,0,0.2,2,0,,
2011-10-20,msposrxshb.com,CPM Only (AEM),300x250,14933932,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_300) size(300x250) site(1242),AEM,9,0,0.14,9,0,,
2011-10-20,AEM,CPX Interactive (AEM),728x90,10670829,Buy Tag - name(cpx_MiddleEast_roam_728x90) size(728x90) site(494),AEM,19,0,0.15,19,0,,
2011-10-20,AEMdemo,Microsoft Media ES (AEM),160x600,2899741,Buy Tag - name(aa_Microsoft ES RON 12.16.2010) size(160x600) site(978),AEM,5,0,0.48,5,0,,
2011-10-20,ghhiegwcqz.com,DataXu (RTB),300x250,4667182,Buy Tag - name(DataXu 300x250) size(300x250) site(1239),RTB,1,0,0.29,1,0,,
2011-10-20,itqmduyvkb.com,Yahoo RTB (RTB),300x250,15457039,Buy Tag - name(Yahoo 300x250) size(300x250) site(1232),RTB,8,0,0.33,8,0,,
2011-10-20,ghhiegwcqz.com,AppNexus (RTB),728x90,3313583,Buy Tag - name(AppNexus 728x90) size(728x90) site(1239),RTB,1,0,0.18,1,0,,
2011-10-20,AEM,Microsoft France (AEM),160x600,17469088,Buy Tag - name(MicrosoftFR_ROW_160x600) size(160x600) site(494),AEM,16,0,0.22,16,0,,
2011-10-20,allison_test,DSNR (AEM),728x90,10194912,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_728) size(728x90) site(1980),AEM,15,0,0.01,15,0,,
2011-10-20,AEM,DSNR (AEM),160x600,9381281,Buy Tag - name(aa_DSNR_DE_RevShare_6.14.11_160) size(160x600) site(494),AEM,112,0.01,0.08,112,0,,
2011-10-20,xhgaeukjpk.com,Criteo (RTB),300x250,4285762,Buy Tag - name(Criteo US 300x250) size(300x250) site(1240),RTB,5,0.01,1.37,5,0,,
2011-10-20,ktflbecrqr.com,LucidMedia (RTB),300x250,3259763,Buy Tag - name(Lucid 300x250) size(300x250) site(1241),RTB,1,0,0.94,1,0,,
2011-10-20,dkchvzpvpi.com,Dotomi (RTB),300x250,5697412,Buy Tag - name(Dotomi 300x250) size(300x250) site(1234),RTB,4,0,0.81,4,0,,
2011-10-20,AEM,Microsoft France (AEM),160x600,6833092,Buy Tag - name(aa_MicrosoftFR_6040_160x600) size(160x600) site(494),AEM,4,0,0.51,4,0,,
2011-10-20,jhtayqlgcq.com,Headway Digital (AEM),728x90,14918917,Buy Tag - name(aa_Headwaydigital_ROS_US_9.19.11_728x90) size(728x90) site(1246),AEM,1,0,0.06,1,0,,
2011-10-20,dkchvzpvpi.com,AdBlade (AEM),300x250,15188550,Buy Tag - name(Adblade_HoverTarget_300x250) size(300x250) site(1234),AEM,2,0,0.1,2,0,,
2011-10-20,xhgaeukjpk.com,MediaMath (RTB),300x250,5695287,Buy Tag - name(MediaMath 300x250) size(300x250) site(1240),RTB,4,0,0.69,4,0,,
2011-10-20,rfgkvfknom.com,Yahoo RTB (RTB),300x250,15458423,Buy Tag - name(Yahoo 300x250) size(300x250) site(1250),RTB,10,0,0.32,10,0,,
2011-10-20,allison_test,24/7 Real Media (test),160x600,7182487,24/7 Real Media allison_test 160x600 allison_tag6 Fixed,Fixed,0,0,0,11,0,,
2011-10-20,ktflbecrqr.com,Yahoo! Network (AEM),300x250,3085576,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1241),AEM,1,0,0.07,1,0,,
2011-10-20,ghhiegwcqz.com,Headway Digital (AEM),300x250,14911832,Buy Tag - name(aa_Headwaydigital_ROS_US_9.19.11_300x250) size(300x250) site(1239),AEM,2,0,0.07,2,0,,
2011-10-20,jhtayqlgcq.com,DataXu (RTB),300x250,4667130,Buy Tag - name(DataXu 300x250) size(300x250) site(1246),RTB,1,0,0.23,1,0,,
2011-10-20,axgdgcwyco.com,Headway Digital (AEM),300x250,14894490,Buy Tag - name(aa_Headwaydigital_ROS_Latin America_9.19.11_300x250) size(300x250) site(1238),AEM,1,0,0.06,1,0,,
2011-10-20,ghhiegwcqz.com,DSNR (AEM),300x250,10206170,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(1239),AEM,2,0,0.01,2,0,,
