Date,Website,Ad Provider Account,Ad Size,Ad Tag Id,Ad Tag,Tag Type,Impressions,Revenue (USD),eCpm (USD),Admeld Impressions,Passbacks,Order Id,Custom Field
2011-10-20,rfgkvfknom.com,ValueClick RTB (RTB),728x90,10908164,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1250),RTB,2,0,0.12,2,0,,
2011-10-20,wgsdbvujia.com,BurstDirect (AEM),300x250,4412181,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1243),AEM,1,0,0.08,1,0,,
2011-10-20,jeepknkhlv.com,ValueClick RTB (RTB),728x90,10906421,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1230),RTB,6,0,0.05,6,0,,
2011-10-20,ghhiegwcqz.com,MediaMath (RTB),300x250,5695398,Buy Tag - name(MediaMath 300x250) size(300x250) site(1239),RTB,5,0,0.37,5,0,,
2011-10-20,xhgaeukjpk.com,Yahoo! Network (AEM),728x90,3085271,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1240),AEM,6,0,0.17,6,0,,
2011-10-20,AEMdemo,DSNR (AEM),728x90,9987400,Buy Tag - name(aa_DSNR_UK_RevShare_6.28.11_728) size(728x90) site(978),AEM,6,0,0.08,6,0,,
2011-10-20,jeepknkhlv.com,AppNexus (RTB),728x90,3313577,Buy Tag - name(AppNexus 728x90) size(728x90) site(1230),RTB,2,0,0.19,2,0,,
2011-10-20,AEM,iii-interactive (AEM),160x600,16110777,Buy Tag - name(aa_iii-interactive_Men_Untrue_160) size(160x600) site(494),AEM,26,0.02,0.7,26,0,,
2011-10-20,wgrwijbosb.com,ZAP Trader (RTB),300x250,17174073,Buy Tag - name(ZAP Trader 300x250) size(300x250) site(1248),RTB,8,0,0.36,8,0,,
2011-10-20,msposrxshb.com,BurstDirect (AEM),300x250,4411882,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1242),AEM,1,0,0.07,1,0,,
2011-10-20,dkchvzpvpi.com,Criteo (RTB),728x90,4285626,Buy Tag - name(Criteo US 728x90) size(728x90) site(1234),RTB,2,0,0.24,2,0,,
2011-10-20,wgrwijbosb.com,LucidMedia (RTB),300x250,3259770,Buy Tag - name(Lucid 300x250) size(300x250) site(1248),RTB,2,0,0.6,2,0,,
2011-10-20,xhgaeukjpk.com,Adnetik (RTB),300x250,2738938,Buy Tag - name(Adnetik 300x250) size(300x250) site(1240),RTB,2,0,1.22,2,0,,
2011-10-20,gomez,Crumbtag (RTB),300x250,5125114,Buy Tag - name(Crumbtag 300x250) size(300x250) site(427),RTB,82,0.02,0.2,82,0,,
2011-10-20,jhtayqlgcq.com,ValueClick RTB (RTB),300x250,10905226,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1246),RTB,1,0,0.7,1,0,,
2011-10-20,AEMdemo,DSNR (AEM),160x600,10189020,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_160) size(160x600) site(978),AEM,216155,2.16,0.01,216155,0,,
2011-10-20,AEMdemo,DSNR (AEM),728x90,10195676,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_728) size(728x90) site(978),AEM,13184,0.13,0.01,13184,0,,
2011-10-20,axxiuzsydh.com,Redux Media (AEM),300x250,9039820,Buy Tag - name(Redux_US_300x250) size(300x250) site(1237),AEM,1,0,0.12,1,0,,
2011-10-20,jeepknkhlv.com,MediaMath (RTB),728x90,5695596,Buy Tag - name(MediaMath 728x90) size(728x90) site(1230),RTB,1,0,0.18,1,0,,
2011-10-20,ktflbecrqr.com,Quantcast (RTB),300x250,5697052,Buy Tag - name(Quantcast 300x250) size(300x250) site(1241),RTB,3,0,0.47,3,0,,
2011-10-20,jeepknkhlv.com,DataXu (RTB),300x250,4667149,Buy Tag - name(DataXu 300x250) size(300x250) site(1230),RTB,4,0,0.3,4,0,,
2011-10-20,dkchvzpvpi.com,DataXu (RTB),728x90,4668141,Buy Tag - name(DataXu 728x90) size(728x90) site(1234),RTB,1,0,0.18,1,0,,
2011-10-20,itqmduyvkb.com,Criteo (RTB),728x90,4285629,Buy Tag - name(Criteo US 728x90) size(728x90) site(1232),RTB,1,0,0.18,1,0,,
2011-10-20,axgdgcwyco.com,Yahoo! Network (AEM),728x90,3085261,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1238),AEM,14,0,0.18,14,0,,
2011-10-20,wgrwijbosb.com,Adorika AEM (AEM),300x250,13463005,Buy Tag - name(aa_Adorika_RevShare_RON2_9.1.11_300) size(300x250) site(1248),AEM,6,0,0.02,6,0,,
2011-10-20,msposrxshb.com,Yahoo RTB (RTB),300x250,15455294,Buy Tag - name(Yahoo 300x250) size(300x250) site(1242),RTB,37,0.01,0.32,37,0,,
2011-10-20,jeepknkhlv.com,Headway Digital (AEM),300x250,14916574,Buy Tag - name(aa_Headwaydigital_Run of Site_Argentina_9.19.11_300X250) size(300x250) site(1230),AEM,1,0,0.06,1,0,,
2011-10-20,gomez,DataXu (RTB),300x250,393984,Buy Tag - name(DataXu 300x250) size(300x250) site(427),RTB,26,0.01,0.36,26,0,,
2011-10-20,rfgkvfknom.com,DataXu (RTB),300x250,4667088,Buy Tag - name(DataXu 300x250) size(300x250) site(1250),RTB,2,0,0.23,2,0,,
2011-10-20,jeepknkhlv.com,DataXu (RTB),728x90,4668128,Buy Tag - name(DataXu 728x90) size(728x90) site(1230),RTB,1,0,0.18,1,0,,
2011-10-20,AEM,DSNR (AEM),160x600,9410944,Buy Tag - name(aa_DSNR_NL_RevShare_6.14.11_160) size(160x600) site(494),AEM,75,0,0.05,75,0,,
2011-10-20,allison_test,DSNR (AEM),300x250,10207792,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(1980),AEM,15,0,0.01,15,0,,
2011-10-20,xhgaeukjpk.com,Yahoo RTB (RTB),728x90,15454592,Buy Tag - name(Yahoo 728x90) size(728x90) site(1240),RTB,32,0.03,0.8,32,0,,
2011-10-20,axgdgcwyco.com,AdBlade (AEM),300x250,15190016,Buy Tag - name(Adblade_HoverTarget_300x250) size(300x250) site(1238),AEM,1,0,0.07,1,0,,
2011-10-20,axgdgcwyco.com,Dotomi (RTB),300x250,5697377,Buy Tag - name(Dotomi 300x250) size(300x250) site(1238),RTB,1,0,0.86,1,0,,
2011-10-20,wgrwijbosb.com,The Trade Desk (RTB),300x250,2851105,Buy Tag - name(Trade Desk 300x250) size(300x250) site(1248),RTB,1,0,0.29,1,0,,
2011-10-20,itqmduyvkb.com,AppNexus (RTB),300x250,3313762,Buy Tag - name(AppNexus 300x250) size(300x250) site(1232),RTB,2,0,0.26,2,0,,
2011-10-20,rfgkvfknom.com,Yahoo! Network (AEM),300x250,3085586,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1250),AEM,17,0,0.14,17,0,,
2011-10-20,dkchvzpvpi.com,The Trade Desk (RTB),300x250,2851075,Buy Tag - name(Trade Desk 300x250) size(300x250) site(1234),RTB,1,0,0.15,1,0,,
2011-10-20,allison_test,24/7 Real Media (test),728x90,7182484,24/7 Real Media allison_test 728x90 allison_tag5 Fixed,Fixed,0,0,0,11,0,,
2011-10-20,rfgkvfknom.com,Headway Digital (AEM),300x250,14912804,Buy Tag - name(aa_Headwaydigital_ROS_US_9.19.11_300x250) size(300x250) site(1250),AEM,1,0,0.06,1,0,,
2011-10-20,gomez,Adnetik (RTB),300x250,2247814,Buy Tag - name(Adnetik 300x250) size(300x250) site(427),RTB,2,0,0.38,2,0,,
2011-10-20,rfgkvfknom.com,ValueClick RTB (RTB),300x250,10904774,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1250),RTB,11,0,0.2,11,0,,
2011-10-20,wgrwijbosb.com,Adorika AEM (AEM),728x90,13465462,Buy Tag - name(aa_Adorika_RevShare_RON2_9.1.11_728) size(728x90) site(1248),AEM,10,0,0.02,10,0,,
2011-10-20,demo.com,24/7 Real Media (test),300x250,7511,test tag - ilia 123,Fixed,0,0,0,6,0,,
2011-10-20,AEM,DSNR (AEM),160x600,13411031,Buy Tag - name(aa_DSNR_IEIL_RevShare_9.1.11_160) size(160x600) site(494),AEM,697,0.07,0.1,697,0,,
2011-10-20,AEM,Darriens network (AEM),160x600,13097783,Buy Tag - name(Darriens_DE_Channel_160) size(160x600) site(494),AEM,15,0,0.1,15,0,,
2011-10-20,allison_test,ValueClick RTB (RTB),160x600,10901927,Buy Tag - name(ValueClick RTB 160x600) size(160x600) site(1980),RTB,2,0,0.02,2,0,,
2011-10-20,dkchvzpvpi.com,ZAP Trader (RTB),300x250,17174375,Buy Tag - name(ZAP Trader 300x250) size(300x250) site(1234),RTB,1,0,1.41,1,0,,
2011-10-20,dkchvzpvpi.com,DataXu (RTB),300x250,4667192,Buy Tag - name(DataXu 300x250) size(300x250) site(1234),RTB,9,0,0.37,9,0,,
2011-10-20,AEMdemo,CPX Interactive (AEM),160x600,15133544,Buy Tag - name(cpx_norway roam_160) size(160x600) site(978),AEM,28752,12.94,0.45,28752,0,,
2011-10-20,wgrwijbosb.com,MediaMath (RTB),728x90,5695544,Buy Tag - name(MediaMath 728x90) size(728x90) site(1248),RTB,1,0,0.22,1,0,,
2011-10-20,ktflbecrqr.com,Yahoo RTB (RTB),300x250,15453912,Buy Tag - name(Yahoo 300x250) size(300x250) site(1241),RTB,25,0.01,0.26,25,0,,
2011-10-20,axgdgcwyco.com,Matomy Media (AEM),300x250,16469528,Buy Tag - name(aa_Matomy_Global_Fixed_300) size(300x250) site(1238),AEM,1,0,0.03,1,0,,
2011-10-20,vuyajsbxxe.com,Fox Network (AEM),300x250,10938600,Buy Tag - name(Fox_Entertainment_AN_300) size(300x250) site(1231),AEM,1,0,0.04,1,0,,
2011-10-20,ktflbecrqr.com,AppNexus (RTB),728x90,3313593,Buy Tag - name(AppNexus 728x90) size(728x90) site(1241),RTB,3,0,0.21,3,0,,
2011-10-20,rfgkvfknom.com,Quantcast (RTB),300x250,5697065,Buy Tag - name(Quantcast 300x250) size(300x250) site(1250),RTB,3,0,0.3,3,0,,
2011-10-20,gomez,Triggit (RTB),300x250,1892121,Buy Tag - name(Triggit 300x250) size(300x250) site(427),RTB,28,0,0.03,28,0,,
2011-10-20,AEM,Microsoft France (AEM),728x90,17463625,Buy Tag - name(MicrosoftFR_ROW_728x90) size(728x90) site(494),AEM,3,0,0.22,3,0,,
2011-10-20,msposrxshb.com,Matomy Media (AEM),300x250,16467721,Buy Tag - name(aa_Matomy_Global_Fixed_300) size(300x250) site(1242),AEM,1,0,0.03,1,0,,
2011-10-20,AEM,CPX Interactive (AEM),300x250,10669994,Buy Tag - name(cpx_MiddleEast_roam_300x250) size(300x250) site(494),AEM,7,0,0.15,7,0,,
2011-10-20,ktflbecrqr.com,BurstDirect (AEM),300x250,4411898,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1241),AEM,1,0,0.15,1,0,,
2011-10-20,wgsdbvujia.com,Yahoo! Network (AEM),728x90,3085274,Buy Tag - name(yahoo_roam_12.23.10_728x90) size(728x90) site(1243),AEM,1,0,0.18,1,0,,
2011-10-20,wgrwijbosb.com,AdBlade (AEM),300x250,15187962,Buy Tag - name(Adblade_HoverTarget_300x250) size(300x250) site(1248),AEM,1,0,0.12,1,0,,
2011-10-20,axgdgcwyco.com,MediaMath (RTB),300x250,5695323,Buy Tag - name(MediaMath 300x250) size(300x250) site(1238),RTB,9,0,0.2,9,0,,
2011-10-20,AEM,AdTiger (AEM),728x90,5561371,Buy Tag - name(aa_AdTiger_revshare_AT_728x90) size(728x90) site(494),AEM,5,0,0.06,5,0,,
2011-10-20,wgsdbvujia.com,Plexious (AEM),300x250,17176923,Buy Tag - name(aa_Plexious_RON_10.14.11_300) size(300x250) site(1243),AEM,1,0,0.16,1,0,,
2011-10-20,AEM,DSNR (AEM),160x600,9591561,Buy Tag - name(aa_DSNR_IT_RevShare_6.14.11_160) size(160x600) site(494),AEM,145,0.01,0.05,145,0,,
2011-10-20,AEMdemo,Darriens network (AEM),160x600,13330985,Buy Tag - name(aa_Darriens_US_RS_160) size(160x600) site(978),AEM,780,0.05,0.06,780,0,,
2011-10-20,ktflbecrqr.com,Rocket Fuel (RTB),300x250,11817900,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1241),RTB,5,0,0.15,5,0,,
2011-10-20,ktflbecrqr.com,AppNexus (RTB),160x600,3313677,Buy Tag - name(AppNexus 160x600) size(160x600) site(1241),RTB,1,0,0.25,1,0,,
2011-10-20,AEM,Banner Connect (AEM),728x90,6339518,Buy Tag - name(aa_BannerConnect_Switzerland_Test RT_728x90) size(728x90) site(494),AEM,60,0.01,0.12,60,0,,
2011-10-20,ghhiegwcqz.com,Yahoo! Network (AEM),300x250,3085566,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1239),AEM,13,0,0.13,13,0,,
2011-10-20,axgdgcwyco.com,Yahoo RTB (RTB),728x90,15451790,Buy Tag - name(Yahoo 728x90) size(728x90) site(1238),RTB,14,0.01,0.37,14,0,,
2011-10-20,allison_test,ValueClick RTB (RTB),728x90,10906366,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1980),RTB,2,0,0.02,2,0,,
2011-10-20,ghhiegwcqz.com,AdBlade (AEM),300x250,15188254,Buy Tag - name(Adblade_HoverTarget_300x250) size(300x250) site(1239),AEM,3,0,0.11,3,0,,
2011-10-20,wgrwijbosb.com,Meta Network (AEM),300x250,10826208,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_300x250) size(300x250) site(1248),AEM,5,0,0.05,5,0,,
2011-10-20,wgrwijbosb.com,Banner Connect (AEM),300x250,6347425,Buy Tag - name(aa_BannerConnect_United States_Test RT_300x250) size(300x250) site(1248),AEM,2,0,0.07,2,0,,
2011-10-20,jeepknkhlv.com,Quantcast (RTB),300x250,5696993,Buy Tag - name(Quantcast 300x250) size(300x250) site(1230),RTB,6,0,0.46,6,0,,
2011-10-20,gomez,Turn (RTB),300x250,684882,Buy Tag - name(Turn 300x250) size(300x250) site(427),RTB,368,0.06,0.17,368,0,,
2011-10-20,dkchvzpvpi.com,AppNexus (RTB),728x90,3313586,Buy Tag - name(AppNexus 728x90) size(728x90) site(1234),RTB,1,0,0.18,1,0,,
2011-10-20,itqmduyvkb.com,ValueClick RTB (RTB),300x250,10904962,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1232),RTB,1,0,1.49,1,0,,
2011-10-20,AEM,DSNR (AEM),300x250,10205380,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(494),AEM,1958,0.02,0.01,1958,0,,
2011-10-20,axxiuzsydh.com,Rocket Fuel (RTB),300x250,11816772,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1237),RTB,5,0,0.31,5,0,,
2011-10-20,ktflbecrqr.com,DataXu (RTB),300x250,4667094,Buy Tag - name(DataXu 300x250) size(300x250) site(1241),RTB,5,0,0.13,5,0,,
2011-10-20,AEM,DSNR (AEM),160x600,9983366,Buy Tag - name(aa_DSNR_UK_RevShare_6.28.11_160) size(160x600) site(494),AEM,2050,0.16,0.08,2050,0,,
2011-10-20,wgrwijbosb.com,Yahoo RTB (RTB),300x250,15457926,Buy Tag - name(Yahoo 300x250) size(300x250) site(1248),RTB,21,0.01,0.34,21,0,,
2011-10-20,AEM,Microsoft Media ES (AEM),160x600,2739415,Buy Tag - name(aa_Microsoft ES RON 12.07.2010) size(160x600) site(494),AEM,12,0,0.11,12,0,,
2011-10-20,AEM,Darriens network (AEM),728x90,13351159,Buy Tag - name(aa_Darriens_US_RS_728) size(728x90) site(494),AEM,60141,3.61,0.06,60141,0,,
2011-10-20,jeepknkhlv.com,Invite 2.0 (RTB),300x250,10342247,Buy Tag - name(Invite 2.0 300x250) size(300x250) site(1230),RTB,1,0,0.29,1,0,,
2011-10-20,gomez,x+1 (RTB),300x250,448360,Buy Tag - name(X+1 300x250) size(300x250) site(427),RTB,22,0.01,0.37,22,0,,
2011-10-20,dkchvzpvpi.com,MediaMath (RTB),728x90,5695576,Buy Tag - name(MediaMath 728x90) size(728x90) site(1234),RTB,3,0,0.19,3,0,,
2011-10-20,xhgaeukjpk.com,Quantcast (RTB),300x250,5697032,Buy Tag - name(Quantcast 300x250) size(300x250) site(1240),RTB,3,0,0.93,3,0,,
2011-10-20,ghhiegwcqz.com,Rocket Fuel (RTB),728x90,11820136,Buy Tag - name(Rocket Fuel 728x90) size(728x90) site(1239),RTB,1,0,0.18,1,0,,
2011-10-20,wgrwijbosb.com,Rocket Fuel (RTB),300x250,11817497,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1248),RTB,7,0,0.51,7,0,,
2011-10-20,axgdgcwyco.com,MediaMath (RTB),728x90,5695498,Buy Tag - name(MediaMath 728x90) size(728x90) site(1238),RTB,3,0,0.2,3,0,,
2011-10-20,msposrxshb.com,ValueClick RTB (RTB),728x90,10906314,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1242),RTB,4,0,0.53,4,0,,
2011-10-20,msposrxshb.com,Quantcast (RTB),300x250,5697019,Buy Tag - name(Quantcast 300x250) size(300x250) site(1242),RTB,10,0.01,0.72,10,0,,
2011-10-20,jeepknkhlv.com,AppNexus (RTB),300x250,3313756,Buy Tag - name(AppNexus 300x250) size(300x250) site(1230),RTB,1,0,0.18,1,0,,
2011-10-20,axgdgcwyco.com,BurstDirect (AEM),300x250,4412269,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1238),AEM,3,0,0.13,3,0,,
2011-10-20,wgsdbvujia.com,Quantcast (RTB),300x250,5697085,Buy Tag - name(Quantcast 300x250) size(300x250) site(1243),RTB,3,0,0.27,3,0,,
2011-10-20,AEM,Microsoft France (AEM),728x90,6837341,Buy Tag - name(aa_MicrosoftFR_6040_728x90) size(728x90) site(494),AEM,3,0,0.16,3,0,,
2011-10-20,axxiuzsydh.com,DataXu (RTB),728x90,4668254,Buy Tag - name(DataXu 728x90) size(728x90) site(1237),RTB,4,0,0.22,4,0,,
2011-10-20,xhgaeukjpk.com,Criteo (RTB),728x90,4285662,Buy Tag - name(Criteo US 728x90) size(728x90) site(1240),RTB,1,0,0.26,1,0,,
2011-10-20,vuyajsbxxe.com,Quantcast (RTB),300x250,5696942,Buy Tag - name(Quantcast 300x250) size(300x250) site(1231),RTB,2,0,0.81,2,0,,
2011-10-20,AEMdemo,Darriens network (AEM),160x600,13096622,Buy Tag - name(Darriens_DE_Channel_160) size(160x600) site(978),AEM,9,0,0.1,9,0,,
2011-10-20,wgrwijbosb.com,BurstDirect (AEM),300x250,4412191,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1248),AEM,2,0,0.1,2,0,,
2011-10-20,xhgaeukjpk.com,Dotomi (RTB),728x90,5697631,Buy Tag - name(Dotomi 728x90) size(728x90) site(1240),RTB,1,0,1.89,1,0,,
2011-10-20,itqmduyvkb.com,Yahoo! Network (AEM),300x250,3085567,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1232),AEM,4,0,0.14,4,0,,
2011-10-20,msposrxshb.com,AdBlade (AEM),728x90,16298975,Buy Tag - name(Adblade_HoverTarget_728x90) size(728x90) site(1242),AEM,1,0,0.14,1,0,,
2011-10-20,wgrwijbosb.com,AppNexus (RTB),728x90,3313600,Buy Tag - name(AppNexus 728x90) size(728x90) site(1248),RTB,1,0,0.18,1,0,,
2011-10-20,wgrwijbosb.com,MediaMath (RTB),300x250,5695408,Buy Tag - name(MediaMath 300x250) size(300x250) site(1248),RTB,3,0,1.05,3,0,,
2011-10-20,itqmduyvkb.com,Rocket Fuel (RTB),300x250,11815808,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1232),RTB,1,0,0.23,1,0,,
2011-10-20,jhtayqlgcq.com,CPM Only (AEM),300x250,14939905,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_300) size(300x250) site(1246),AEM,1,0,0.14,1,0,,
2011-10-20,dkchvzpvpi.com,Yahoo! Network (AEM),300x250,3085569,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1234),AEM,26,0,0.14,26,0,,
2011-10-20,wgrwijbosb.com,Headway Digital (AEM),300x250,14908209,Buy Tag - name(aa_Headwaydigital_ROS_Latin America_9.19.11_300x250) size(300x250) site(1248),AEM,1,0,0.06,1,0,,
2011-10-20,jeepknkhlv.com,ZAP Trader (RTB),300x250,17174161,Buy Tag - name(ZAP Trader 300x250) size(300x250) site(1230),RTB,2,0,0.29,2,0,,
2011-10-20,AEM,Banner Connect (AEM),300x250,6337842,Buy Tag - name(aa_BannerConnect_Switzerland_Test RT_300x250) size(300x250) site(494),AEM,7,0,0.14,7,0,,
2011-10-20,msposrxshb.com,Yahoo RTB (RTB),728x90,15453442,Buy Tag - name(Yahoo 728x90) size(728x90) site(1242),RTB,14,0,0.35,14,0,,
2011-10-20,vuyajsbxxe.com,Rocket Fuel (RTB),300x250,11815730,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1231),RTB,2,0,0.49,2,0,,
2011-10-20,allison_test,24/7 Real Media (test),728x90,7182467,24/7 Real Media allison_test 728x90 allison_tag2 Fixed,Fixed,0,0,0,8,0,,
2011-10-20,AEMdemo,DSNR (AEM),300x250,10205043,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(978),AEM,135,0,0.01,135,0,,
2011-10-20,rfgkvfknom.com,Banner Connect (AEM),300x250,16845300,Buy Tag - name(aa_BannerConnect_US_APNBackfill_300x250) size(300x250) site(1250),AEM,2,0,0.05,2,0,,
2011-10-20,xhgaeukjpk.com,Rocket Fuel (RTB),300x250,11815652,Buy Tag - name(Rocket Fuel 300x250) size(300x250) site(1240),RTB,5,0,0.52,5,0,,
2011-10-20,rfgkvfknom.com,BurstDirect (AEM),300x250,4411205,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1250),AEM,2,0,0.1,2,0,,
2011-10-20,dkchvzpvpi.com,ValueClick RTB (RTB),300x250,10904677,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1234),RTB,21,0,0.22,21,0,,
2011-10-20,wgrwijbosb.com,DataXu (RTB),300x250,4667238,Buy Tag - name(DataXu 300x250) size(300x250) site(1248),RTB,5,0,0.3,5,0,,
2011-10-20,gomez,Criteo (RTB),300x250,838038,Buy Tag - name(Criteo US 300x250) size(300x250) site(427),RTB,518,0.17,0.32,518,0,,
2011-10-20,jeepknkhlv.com,DSNR (AEM),300x250,10206902,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_300) size(300x250) site(1230),AEM,4,0,0.01,4,0,,
2011-10-20,msposrxshb.com,Meta Network (AEM),300x250,10826118,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_300x250) size(300x250) site(1242),AEM,3,0,0.05,3,0,,
2011-10-20,axxiuzsydh.com,MediaMath (RTB),300x250,5695382,Buy Tag - name(MediaMath 300x250) size(300x250) site(1237),RTB,6,0,0.17,6,0,,
2011-10-20,msposrxshb.com,The Trade Desk (RTB),728x90,2849942,Buy Tag - name(Trade Desk 728x90) size(728x90) site(1242),RTB,1,0,0.15,1,0,,
2011-10-20,AEMdemo,DSNR (AEM),160x600,17891111,Buy Tag - name(aa_DSNR_WW_RevShare3_10.19.11_160) size(160x600) site(978),AEM,996,0.03,0.03,996,0,,
2011-10-20,wgrwijbosb.com,Matomy Media (AEM),300x250,16474839,Buy Tag - name(aa_Matomy_Global_Fixed_300) size(300x250) site(1248),AEM,1,0,0.03,1,0,,
2011-10-20,axgdgcwyco.com,CPM Only (AEM),300x250,14933832,Buy Tag - name(aa_CPMonly_US_RON_9.20.11_300) size(300x250) site(1238),AEM,5,0,0.09,5,0,,
2011-10-20,dkchvzpvpi.com,Quantcast (RTB),300x250,5696968,Buy Tag - name(Quantcast 300x250) size(300x250) site(1234),RTB,4,0,0.72,4,0,,
2011-10-20,gomez,Simpli.fi (RTB),300x250,1890360,Buy Tag - name(Simplifi 300x250) size(300x250) site(427),RTB,1,0,0.06,1,0,,
2011-10-20,xhgaeukjpk.com,Plexious (AEM),728x90,17180440,Buy Tag - name(aa_Plexious_RON_10.14.11_728) size(728x90) site(1240),AEM,1,0,0.19,1,0,,
2011-10-20,xhgaeukjpk.com,DataXu (RTB),728x90,4668265,Buy Tag - name(DataXu 728x90) size(728x90) site(1240),RTB,2,0,0.72,2,0,,
2011-10-20,xhgaeukjpk.com,BurstDirect (AEM),300x250,4411450,Buy Tag - name(Burst_RON_USMulti_2.23.11_300x250) size(300x250) site(1240),AEM,2,0,0.1,2,0,,
2011-10-20,itqmduyvkb.com,Matomy Media (AEM),728x90,16476906,Buy Tag - name(aa_Matomy_Global_Fixed_728) size(728x90) site(1232),AEM,1,0,0.03,1,0,,
2011-10-20,AEMdemo,Darriens network (AEM),728x90,13351914,Buy Tag - name(aa_Darriens_US_RS_728) size(728x90) site(978),AEM,513,0.03,0.06,513,0,,
2011-10-20,allison_test,ValueClick RTB (RTB),300x250,10903962,Buy Tag - name(ValueClick RTB 300x250) size(300x250) site(1980),RTB,1,0,0.02,1,0,,
2011-10-20,ktflbecrqr.com,MediaMath (RTB),300x250,5695291,Buy Tag - name(MediaMath 300x250) size(300x250) site(1241),RTB,6,0,0.22,6,0,,
2011-10-20,allison_test,24/7 Real Media (test),160x600,7182476,24/7 Real Media allison_test 160x600 allison_tag3 Fixed,Fixed,0,0,0,10,0,,
2011-10-20,jeepknkhlv.com,DSNR (AEM),728x90,10198077,Buy Tag - name(aa_DSNR_WW_RevShare_7.5.11_728) size(728x90) site(1230),AEM,2,0,0.01,2,0,,
2011-10-20,jeepknkhlv.com,Meta Network (AEM),728x90,10843965,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_728x90) size(728x90) site(1230),AEM,3,0,0.05,3,0,,
2011-10-20,axgdgcwyco.com,Yahoo! Network (AEM),300x250,3085565,Buy Tag - name(yahoo_roam_12.23.10_300x250) size(300x250) site(1238),AEM,22,0,0.12,22,0,,
2011-10-20,rfgkvfknom.com,AppNexus (RTB),728x90,3313598,Buy Tag - name(AppNexus 728x90) size(728x90) site(1250),RTB,5,0,0.18,5,0,,
2011-10-20,dkchvzpvpi.com,MediaMath (RTB),300x250,5695406,Buy Tag - name(MediaMath 300x250) size(300x250) site(1234),RTB,6,0,0.19,6,0,,
2011-10-20,gomez,Ohana Media (RTB),300x250,6713774,Buy Tag - name(Ohana Media 300x250) size(300x250) site(427),RTB,1,0,0.04,1,0,,
2011-10-20,axxiuzsydh.com,DataXu (RTB),300x250,4667119,Buy Tag - name(DataXu 300x250) size(300x250) site(1237),RTB,8,0,0.33,8,0,,
2011-10-20,wgrwijbosb.com,ValueClick RTB (RTB),728x90,10907535,Buy Tag - name(ValueClick RTB 728x90) size(728x90) site(1248),RTB,2,0,0.34,2,0,,
2011-10-20,AEM,DSNR (AEM),300x250,17883296,Buy Tag - name(aa_DSNR_CYZA_RevShare_10.19.11_300) size(300x250) site(494),AEM,1,0,0.1,1,0,,
2011-10-20,ktflbecrqr.com,Adorika AEM (AEM),300x250,13460800,Buy Tag - name(aa_Adorika_RevShare_RON2_9.1.11_300) size(300x250) site(1241),AEM,8,0,0.02,8,0,,
2011-10-20,xhgaeukjpk.com,AdBlade (AEM),300x250,15190385,Buy Tag - name(Adblade_HoverTarget_300x250) size(300x250) site(1240),AEM,2,0,0.14,2,0,,
2011-10-20,rfgkvfknom.com,Meta Network (AEM),300x250,10825011,Buy Tag - name(aa_MetaNetwork_US_Fixed_7.18.11_300x250) size(300x250) site(1250),AEM,1,0,0.04,1,0,,
